streams,acousticness,danceability,energy,liveness,speechiness,valence
59874721.00,0.64,0.69,0.66,0.09,0.05,0.68
4178163.00,0.19,0.66,0.74,0.14,0.03,0.20
4120947.00,0.11,0.71,0.67,0.08,0.03,0.55
14717721.00,0.01,0.81,0.47,0.13,0.05,0.39
23501479.00,0.07,0.41,0.89,0.46,0.16,0.39
35523417.00,0.75,0.68,0.38,0.17,0.04,0.42
746253.00,0.29,0.78,0.70,0.07,0.09,0.65
857492.00,0.15,0.86,0.90,0.53,0.30,0.58
3134222.00,0.14,0.85,0.49,0.10,0.31,0.14
14580472.00,0.50,0.67,0.60,0.11,0.08,0.26
11310561.00,0.06,0.72,0.73,0.06,0.05,0.96
2151449.00,0.05,0.76,0.67,0.24,0.12,0.45
1045202.00,0.00,0.53,0.77,0.39,0.06,0.76
92984959.00,0.02,0.75,0.79,0.54,0.06,0.46
19504121.00,0.00,0.56,0.78,0.07,0.05,0.60
804253.00,0.55,0.74,0.54,0.63,0.51,0.53
68114816.00,0.03,0.82,0.81,0.26,0.06,0.82
570907.00,0.02,0.87,0.69,0.09,0.18,0.47
537042.00,0.03,0.87,0.56,0.22,0.14,0.39
23068287.00,0.08,0.92,0.59,0.10,0.07,0.33
611458.00,0.00,0.66,0.89,0.04,0.04,0.94
2233685.00,0.20,0.81,0.75,0.15,0.09,0.77
694960.00,0.12,0.80,0.87,0.07,0.14,0.81
803296.00,0.18,0.77,0.78,0.07,0.03,0.85
4612515.00,0.01,0.67,0.89,0.08,0.09,0.54
759148.00,0.19,0.54,0.68,0.09,0.03,0.09
225240567.00,0.04,0.84,0.64,0.34,0.09,0.27
439083.00,0.06,0.66,0.75,0.09,0.03,0.54
6178432.00,0.03,0.65,0.76,0.40,0.08,0.47
5852199.00,0.00,0.81,0.82,0.13,0.25,0.52
8019327.00,0.12,0.74,0.83,0.26,0.08,0.87
599773285.00,0.60,0.61,0.62,0.24,0.31,0.24
161849904.00,0.75,0.50,0.41,0.11,0.03,0.45
6312057.00,0.05,0.66,0.84,0.41,0.06,0.17
417922676.00,0.18,0.88,0.75,0.11,0.09,0.88
20715847.00,0.08,0.73,0.86,0.32,0.09,0.77
62264595.00,0.03,0.87,0.61,0.10,0.15,0.36
26779571.00,0.18,0.86,0.65,0.19,0.14,0.47
826881.00,0.20,0.78,0.64,0.17,0.09,0.80
1638600.00,0.07,0.66,0.71,0.12,0.04,0.48
47698869.00,0.00,0.70,0.48,0.04,0.09,0.46
2380672.00,0.04,0.77,0.59,0.26,0.23,0.39
1896736.00,0.02,0.82,0.76,0.20,0.33,0.73
841747.00,0.03,0.90,0.58,0.10,0.07,0.26
692027.00,0.21,0.71,0.82,0.09,0.05,0.87
793442.00,0.48,0.58,0.46,0.11,0.25,0.63
801857.00,0.65,0.70,0.57,0.12,0.06,0.60
29660171.00,0.02,0.82,0.55,0.12,0.32,0.42
748878.00,0.02,0.83,0.76,0.16,0.20,0.38
168998886.00,0.12,0.58,0.53,0.14,0.07,0.12
85463502.00,0.16,0.75,0.65,0.34,0.17,0.46
14196728.00,0.21,0.66,0.69,0.10,0.24,0.49
15109909.00,0.73,0.65,0.55,0.14,0.03,0.51
3696721.00,0.09,0.70,0.93,0.11,0.17,0.22
41872028.00,0.12,0.72,0.50,0.09,0.68,0.35
64685348.00,0.91,0.45,0.24,0.18,0.04,0.70
18352168.00,0.23,0.67,0.58,0.18,0.07,0.19
12040571.00,0.04,0.75,0.45,0.17,0.09,0.34
302716306.00,0.82,0.48,0.37,0.08,0.04,0.16
900823.00,0.04,0.78,0.83,0.08,0.28,0.96
2252299.00,0.15,0.79,0.77,0.09,0.12,0.58
6750395.00,0.10,0.72,0.62,0.19,0.24,0.29
4859074.00,0.04,0.58,0.84,0.20,0.03,0.78
18089041.00,0.48,0.94,0.55,0.10,0.07,0.52
14564398.00,0.14,0.59,0.59,0.11,0.03,0.32
186406755.00,0.00,0.82,0.82,0.16,0.27,0.51
13138387.00,0.31,0.73,0.20,0.10,0.04,0.19
12995095.00,0.44,0.50,0.67,0.39,0.03,0.24
438302.00,0.04,0.76,0.85,0.07,0.06,0.73
1752164.00,0.08,0.83,0.57,0.10,0.21,0.25
5782535.00,0.15,0.74,0.85,0.17,0.04,0.93
84921986.00,0.20,0.60,0.57,0.10,0.07,0.29
858117.00,0.03,0.59,0.53,0.14,0.08,0.53
153660785.00,0.03,0.49,0.96,0.13,0.22,0.52
21938465.00,0.14,0.83,0.54,0.10,0.21,0.39
17138730.00,0.91,0.33,0.23,0.13,0.03,0.20
1712604.00,0.01,0.62,0.87,0.20,0.04,0.58
25290227.00,0.06,0.66,0.78,0.13,0.17,0.64
23321696.00,0.21,0.77,0.67,0.13,0.14,0.47
1744513.00,0.10,0.88,0.88,0.33,0.18,0.38
5797941.00,0.97,0.46,0.03,0.17,0.04,0.35
61394737.00,0.14,0.77,0.38,0.13,0.05,0.51
3012903.00,0.04,0.73,0.59,0.12,0.23,0.73
683905.00,0.95,0.45,0.10,0.11,0.06,0.09
7157761.00,0.28,0.43,0.52,0.14,0.05,0.30
11479788.00,0.41,0.76,0.58,0.09,0.05,0.53
143945195.00,0.13,0.72,0.84,0.11,0.04,0.53
69589784.00,0.03,0.75,0.45,0.55,0.11,0.35
93237013.00,0.03,0.91,0.41,0.11,0.14,0.46
1069971311.00,0.37,0.57,0.39,0.23,0.03,0.32
22065965.00,0.37,0.67,0.42,0.19,0.52,0.04
16140295.00,0.67,0.74,0.79,0.07,0.16,0.46
102632875.00,0.18,0.87,0.44,0.07,0.07,0.70
1327624.00,0.01,0.68,0.83,0.13,0.05,0.61
818819.00,0.84,0.60,0.26,0.33,0.04,0.32
23320260.00,0.49,0.42,0.64,0.12,0.22,0.78
822303.00,0.03,0.77,0.75,0.38,0.06,0.86
2926621.00,0.02,0.57,0.90,0.09,0.05,0.88
4605174.00,0.18,0.81,0.69,0.08,0.06,0.66
646319.00,0.57,0.73,0.42,0.38,0.25,0.06
3555036.00,0.00,0.89,0.52,0.45,0.36,0.31
444791.00,0.02,0.58,0.68,0.08,0.04,0.04
732058.00,0.21,0.93,0.66,0.12,0.35,0.70
341608493.00,0.15,0.65,0.63,0.11,0.03,0.43
35179866.00,0.27,0.82,0.74,0.10,0.28,0.67
20961236.00,0.01,0.68,0.67,0.08,0.29,0.45
69471632.00,0.09,0.75,0.64,0.10,0.09,0.39
28985812.00,0.27,0.90,0.68,0.11,0.18,0.42
599531.00,0.17,0.66,0.80,0.84,0.36,0.31
92062874.00,0.00,0.68,0.87,0.15,0.06,0.53
3858373.00,0.01,0.75,0.50,0.10,0.15,0.25
175735987.00,0.27,0.80,0.65,0.12,0.07,0.38
71556410.00,0.01,0.65,0.59,0.11,0.06,0.15
3769903.00,0.02,0.68,0.94,0.58,0.04,0.65
16061241.00,0.95,0.63,0.40,0.23,0.37,0.63
5688983.00,0.05,0.82,0.59,0.19,0.11,0.35
4555698.00,0.11,0.64,0.60,0.19,0.04,0.04
1095289.00,0.01,0.73,0.50,0.12,0.21,0.06
12842014.00,0.17,0.89,0.49,0.34,0.18,0.11
3026322.00,0.21,0.94,0.68,0.10,0.09,0.93
863439.00,0.04,0.90,0.85,0.08,0.36,0.56
190025856.00,0.01,0.28,0.70,0.04,0.19,0.10
15576379.00,0.21,0.30,0.42,0.23,0.03,0.34
186751121.00,0.00,0.76,0.70,0.15,0.07,0.61
1763026.00,0.01,0.46,0.57,0.11,0.06,0.39
41523655.00,0.55,0.58,0.58,0.26,0.09,0.37
75107427.00,0.05,0.73,0.54,0.10,0.05,0.38
999715100.00,0.01,0.83,0.73,0.12,0.22,0.45
278895921.00,0.25,0.64,0.66,0.09,0.05,0.33
43366565.00,0.04,0.68,0.71,0.69,0.03,0.36
1881857.00,0.22,0.57,0.76,0.09,0.26,0.63
81019458.00,0.01,0.84,0.77,0.09,0.24,0.41
1631852.00,0.01,0.61,0.57,0.10,0.03,0.52
49810538.00,0.04,0.81,0.74,0.34,0.11,0.37
888057.00,0.01,0.50,0.84,0.10,0.27,0.28
82378346.00,0.21,0.74,0.74,0.11,0.07,0.72
776178003.00,0.03,0.76,0.45,0.56,0.10,0.37
48293521.00,0.34,0.75,0.69,0.12,0.03,0.25
228341391.00,0.31,0.77,0.73,0.11,0.21,0.30
19857643.00,0.60,0.73,0.41,0.23,0.06,0.46
15951268.00,0.10,0.81,0.72,0.09,0.06,0.81
6575701.00,0.05,0.72,0.60,0.08,0.04,0.05
6800602.00,0.66,0.77,0.48,0.09,0.04,0.80
740884.00,0.24,0.82,0.59,0.27,0.38,0.22
605554.00,0.13,0.61,0.60,0.12,0.36,0.15
77257506.00,0.03,0.82,0.57,0.10,0.41,0.54
25942561.00,0.05,0.61,0.76,0.20,0.14,0.42
508453.00,0.05,0.78,0.74,0.07,0.04,0.85
701269.00,0.28,0.36,0.36,0.14,0.03,0.18
422436134.00,0.05,0.88,0.62,0.11,0.10,0.64
837002.00,0.18,0.52,0.80,0.24,0.28,0.28
23104731.00,0.19,0.80,0.91,0.50,0.29,0.92
4375046.00,0.61,0.63,0.68,0.49,0.07,0.68
8979041.00,0.10,0.77,0.92,0.13,0.20,0.93
69859507.00,0.01,0.71,0.83,0.12,0.14,0.59
767517.00,0.10,0.44,0.52,0.09,0.25,0.24
1782328.00,0.13,0.42,0.67,0.20,0.34,0.87
8522097.00,0.29,0.76,0.48,0.10,0.24,0.35
10209335.00,0.47,0.68,0.33,0.06,0.15,0.34
20293823.00,0.01,0.90,0.37,0.07,0.06,0.42
22078038.00,0.77,0.74,0.20,0.30,0.54,0.38
1949784.00,0.06,0.79,0.84,0.26,0.27,0.38
165947243.00,0.02,0.85,0.71,0.09,0.07,0.62
123697341.00,0.01,0.65,0.71,0.11,0.04,0.57
89879101.00,0.45,0.71,0.51,0.11,0.06,0.27
2176604.00,0.22,0.75,0.61,0.28,0.17,0.20
146464915.00,0.05,0.69,0.81,0.07,0.06,0.63
13731979.00,0.30,0.75,0.48,0.08,0.05,0.23
4444626.00,0.87,0.64,0.13,0.07,0.03,0.45
832873.00,0.02,0.75,0.89,0.14,0.07,0.84
722658.00,0.00,0.53,0.39,0.11,0.03,0.06
74977643.00,0.19,0.88,0.53,0.10,0.06,0.31
85792964.00,0.54,0.83,0.48,0.20,0.08,0.89
669244.00,0.04,0.57,0.64,0.06,0.03,0.21
3854837.00,0.14,0.93,0.70,0.35,0.09,0.80
912892.00,0.75,0.68,0.60,0.11,0.19,0.46
109977286.00,0.66,0.59,0.46,0.15,0.06,0.23
77393962.00,0.83,0.48,0.36,0.10,0.07,0.31
788066.00,0.14,0.58,0.66,0.12,0.45,0.33
51595414.00,0.18,0.69,0.62,0.11,0.05,0.50
5863339.00,0.06,0.57,0.91,0.16,0.13,0.42
709042.00,0.07,0.91,0.57,0.06,0.17,0.20
15085812.00,0.03,0.66,0.75,0.08,0.03,0.83
1730486.00,0.09,0.70,0.81,0.22,0.06,0.72
42873724.00,0.03,0.58,0.69,0.19,0.43,0.35
798518.00,0.72,0.71,0.38,0.13,0.44,0.24
69316163.00,0.11,0.77,0.72,0.05,0.15,0.62
92889510.00,0.03,0.39,0.59,0.09,0.06,0.19
525343.00,0.17,0.55,0.88,0.05,0.37,0.56
142147199.00,0.25,0.84,0.79,0.19,0.08,0.62
798854.00,0.05,0.82,0.69,0.10,0.23,0.49
146033660.00,0.48,0.81,0.56,0.06,0.07,0.68
271409187.00,0.19,0.85,0.58,0.08,0.08,0.78
4416371.00,0.07,0.58,0.74,0.07,0.06,0.70
3628798.00,0.05,0.62,0.80,0.06,0.04,0.58
3227251.00,0.51,0.88,0.54,0.08,0.23,0.11
9501358.00,0.38,0.44,0.48,0.33,0.24,0.22
1285949.00,0.41,0.80,0.68,0.33,0.17,0.91
123542611.00,0.64,0.66,0.67,0.08,0.15,0.38
5242033.00,0.01,0.86,0.61,0.03,0.08,0.93
33452981.00,0.51,0.67,0.54,0.09,0.04,0.88
1907467.00,0.07,0.82,0.84,0.24,0.28,0.68
573598.00,0.01,0.78,0.56,0.12,0.05,0.49
696456.00,0.00,0.56,0.92,0.07,0.07,0.74
676467.00,0.14,0.75,0.86,0.12,0.27,0.57
2682316.00,0.00,0.77,0.71,0.21,0.05,0.57
39753547.00,0.21,0.65,0.86,0.11,0.04,0.71
241842502.00,0.05,0.68,0.79,0.08,0.08,0.84
5693060.00,0.02,0.62,0.65,0.22,0.03,0.38
690427.00,0.12,0.73,0.67,0.35,0.03,0.11
247783229.00,0.07,0.61,0.73,0.09,0.04,0.36
607070.00,0.00,0.56,0.93,0.06,0.06,0.45
8634879.00,0.00,0.38,0.93,0.32,0.06,0.49
34686359.00,0.18,0.79,0.63,0.34,0.14,0.27
467193.00,0.09,0.81,0.64,0.09,0.08,0.78
68245556.00,0.35,0.75,0.70,0.33,0.11,0.67
477424.00,0.01,0.76,0.79,0.08,0.23,0.50
53227435.00,0.02,0.61,0.62,0.36,0.07,0.54
294673927.00,0.11,0.93,0.48,0.18,0.29,0.61
9897849.00,0.01,0.87,0.49,0.39,0.21,0.05
3488819.00,0.20,0.67,0.59,0.21,0.06,0.46
1224396.00,0.01,0.61,0.58,0.20,0.04,0.25
2222591.00,0.03,0.89,0.53,0.14,0.31,0.24
1179556.00,0.91,0.58,0.19,0.13,0.04,0.34
523976.00,0.15,0.56,0.75,0.08,0.09,0.26
862327.00,0.11,0.92,0.58,0.12,0.12,0.54
5632099.00,0.17,0.64,0.77,0.47,0.05,0.60
562950.00,0.02,0.71,0.85,0.36,0.07,0.74
1319923.00,0.01,0.63,0.48,0.10,0.04,0.69
2550629.00,0.28,0.63,0.55,0.16,0.33,0.31
1343340.00,0.01,0.76,0.57,0.19,0.15,0.14
3309607.00,0.23,0.85,0.73,0.09,0.19,0.82
804865.00,0.14,0.68,0.20,0.09,0.03,0.56
33816842.00,0.26,0.74,0.61,0.12,0.15,0.47
1456318.00,0.01,0.82,0.72,0.16,0.22,0.29
524925.00,0.88,0.39,0.81,0.45,0.16,0.35
55201933.00,0.13,0.89,0.68,0.09,0.08,0.78
603534.00,0.10,0.71,0.59,0.12,0.07,0.20
52466858.00,0.12,0.68,0.85,0.09,0.03,0.86
19763528.00,0.00,0.51,0.64,0.22,0.06,0.17
1282564.00,0.06,0.67,0.59,0.15,0.08,0.16
785564.00,0.00,0.48,0.77,0.08,0.04,0.39
26682087.00,0.32,0.81,0.55,0.11,0.06,0.86
7138802.00,0.02,0.51,0.62,0.13,0.08,0.22
7261376.00,0.04,0.76,0.59,0.06,0.36,0.72
104190662.00,0.50,0.83,0.32,0.11,0.06,0.14
128418424.00,0.08,0.59,0.64,0.11,0.12,0.65
34204460.00,0.23,0.92,0.84,0.23,0.26,0.86
1678794.00,0.05,0.75,0.70,0.62,0.10,0.42
8249325.00,0.01,0.74,0.89,0.08,0.21,0.75
10117166.00,0.56,0.49,0.31,0.16,0.30,0.58
119375901.00,0.02,0.83,0.59,0.12,0.12,0.60
27538410.00,0.14,0.71,0.51,0.16,0.19,0.39
3627582.00,0.00,0.66,0.84,0.29,0.12,0.52
142437501.00,0.22,0.73,0.73,0.10,0.04,0.88
80460178.00,0.19,0.66,0.60,0.09,0.17,0.40
681499.00,0.07,0.91,0.64,0.08,0.12,0.50
11210438.00,0.35,0.81,0.59,0.03,0.35,0.72
53416021.00,0.30,0.82,0.78,0.10,0.07,0.83
130014755.00,0.27,0.85,0.54,0.10,0.06,0.51
4680376.00,0.15,0.66,0.69,0.17,0.05,0.65
6064496.00,0.31,0.81,0.73,0.11,0.22,0.57
72897910.00,0.01,0.73,0.42,0.06,0.04,0.87
4504990.00,0.39,0.60,0.53,0.11,0.42,0.44
31166401.00,0.21,0.64,0.88,0.21,0.04,0.91
580783.00,0.02,0.88,0.55,0.03,0.15,0.67
659766.00,0.16,0.71,0.81,0.16,0.06,0.71
799618.00,0.23,0.65,0.87,0.18,0.22,0.32
46298584.00,0.15,0.70,0.87,0.10,0.03,0.73
21893363.00,0.65,0.48,0.62,0.32,0.20,0.15
16626534.00,0.05,0.70,0.88,0.21,0.08,0.91
67462701.00,0.38,0.73,0.48,0.12,0.04,0.37
476282186.00,0.04,0.60,0.77,0.33,0.05,0.71
8835851.00,0.24,0.80,0.46,0.11,0.16,0.29
4012879.00,0.00,0.77,0.62,0.10,0.10,0.28
636424.00,0.68,0.90,0.32,0.09,0.33,0.84
2286889.00,0.27,0.84,0.78,0.11,0.24,0.37
925986.00,0.02,0.92,0.46,0.11,0.32,0.40
1226701.00,0.08,0.74,0.83,0.38,0.12,0.82
763604.00,0.00,0.49,0.93,0.48,0.19,0.48
516312.00,0.18,0.62,0.37,0.18,0.03,0.20
1498155.00,0.03,0.71,0.75,0.37,0.25,0.28
727904.00,0.04,0.69,0.64,0.10,0.04,0.41
20429576.00,0.23,0.72,0.54,0.16,0.05,0.28
1753381.00,0.00,0.31,0.58,0.05,0.04,0.16
985118427.00,0.22,0.63,0.80,0.25,0.04,0.49
412343233.00,0.22,0.55,0.65,0.23,0.06,0.56
431433.00,0.06,0.59,0.71,0.10,0.34,0.27
222296253.00,0.40,0.76,0.84,0.18,0.05,0.71
4435584.00,0.13,0.75,0.82,0.11,0.20,0.79
4949014.00,0.59,0.58,0.25,0.24,0.03,0.33
745890.00,0.69,0.50,0.43,0.14,0.03,0.36
3281833.00,0.00,0.45,0.95,0.26,0.06,0.44
1340505.00,0.01,0.97,0.48,0.15,0.07,0.08
39748097.00,0.02,0.67,0.85,0.05,0.10,0.71
1029527.00,0.39,0.83,0.81,0.11,0.47,0.85
114860868.00,0.12,0.79,0.76,0.10,0.08,0.91
54792514.00,0.06,0.80,0.57,0.08,0.07,0.81
2015165.00,0.27,0.72,0.17,0.15,0.89,0.16
11715976.00,0.13,0.58,0.47,0.10,0.10,0.37
5713198.00,0.06,0.74,0.89,0.11,0.08,0.73
62010876.00,0.00,0.56,0.72,0.31,0.04,0.34
1618974.00,0.23,0.78,0.65,0.16,0.28,0.66
7983728.00,0.22,0.30,0.42,0.23,0.03,0.33
75948206.00,0.01,0.65,0.84,0.10,0.05,0.75
2067025.00,0.29,0.64,0.55,0.37,0.04,0.89
620815.00,0.00,0.53,0.78,0.16,0.05,0.64
716127915.00,0.03,0.73,0.77,0.10,0.12,0.73
53386190.00,0.04,0.69,0.88,0.15,0.06,0.49
4648906.00,0.37,0.36,0.51,0.15,0.03,0.19
14890631.00,0.56,0.58,0.05,0.07,0.04,0.23
1635450.00,0.54,0.33,0.39,0.16,0.04,0.25
735460.00,0.03,0.58,0.94,0.24,0.11,0.71
1156095.00,0.28,0.46,0.39,0.09,0.04,0.17
56149453.00,0.33,0.83,0.69,0.08,0.03,0.85
1693464.00,0.23,0.53,0.58,0.11,0.03,0.19
8722371.00,0.03,0.64,0.92,0.09,0.08,0.85
23707568.00,0.14,0.72,0.76,0.13,0.09,0.49
663976.00,0.01,0.54,0.95,0.07,0.18,0.72
485872.00,0.15,0.72,0.77,0.17,0.06,0.53
1774579.00,0.02,0.59,0.70,0.08,0.07,0.33
638588.00,0.00,0.63,0.69,0.07,0.03,0.22
482336.00,0.74,0.52,0.80,0.31,0.08,0.97
5177064.00,0.02,0.55,0.56,0.30,0.16,0.44
3047246.00,0.11,0.64,0.53,0.08,0.07,0.52
1610224.00,0.02,0.72,0.50,0.10,0.11,0.07
150971648.00,0.12,0.65,0.81,0.13,0.06,0.58
699765.00,0.07,0.60,0.75,0.45,0.03,0.46
708155.00,0.04,0.91,0.59,0.11,0.06,0.44
93049905.00,0.13,0.76,0.82,0.18,0.06,0.62
11216744.00,0.16,0.78,0.76,0.15,0.20,0.56
4055805.00,0.05,0.63,0.84,0.14,0.03,0.32
520438.00,0.01,0.79,0.74,0.12,0.21,0.21
191238042.00,0.09,0.59,0.91,0.12,0.07,0.76
55616774.00,0.19,0.51,0.71,0.10,0.11,0.65
509093.00,0.14,0.80,0.50,0.15,0.43,0.23
947643.00,0.12,0.76,0.55,0.10,0.06,0.40
80129762.00,0.04,0.74,0.89,0.26,0.12,0.45
5606572.00,0.27,0.55,0.54,0.10,0.14,0.65
6231281.00,0.05,0.64,0.54,0.27,0.07,0.04
18204994.00,0.85,0.79,0.32,0.11,0.17,0.24
705929.00,0.27,0.82,0.63,0.28,0.10,0.57
7465793.00,0.01,0.51,0.77,0.29,0.06,0.24
91526055.00,0.01,0.59,0.84,0.40,0.03,0.39
117341363.00,0.63,0.61,0.37,0.06,0.11,0.22
127142848.00,0.05,0.73,0.64,0.06,0.14,0.65
688658.00,0.08,0.61,0.94,0.09,0.12,0.47
45448208.00,0.19,0.66,0.67,0.09,0.04,0.41
1061190.00,0.02,0.91,0.47,0.12,0.29,0.19
958865.00,0.85,0.55,0.37,0.08,0.04,0.25
741528.00,0.03,0.67,0.75,0.08,0.03,0.81
15439717.00,0.00,0.66,0.84,0.53,0.07,0.76
1895137.00,0.00,0.55,0.94,0.06,0.04,0.37
477518.00,0.06,0.56,0.35,0.14,0.05,0.46
595207.00,0.26,0.71,0.72,0.35,0.04,0.68
891748.00,0.41,0.75,0.62,0.44,0.07,0.31
21028429.00,0.49,0.56,0.43,0.31,0.55,0.35
96333321.00,0.15,0.73,0.77,0.23,0.06,0.52
1943376.00,0.01,0.65,0.69,0.19,0.03,0.43
816879.00,0.04,0.72,0.70,0.36,0.25,0.50
18720638.00,0.79,0.45,0.34,0.10,0.03,0.25
6838911.00,0.05,0.86,0.67,0.13,0.23,0.54
51233857.00,0.04,0.71,0.56,0.38,0.04,0.25
105278312.00,0.26,0.77,0.91,0.26,0.17,0.69
5589516.00,0.54,0.83,0.59,0.06,0.22,0.66
17413016.00,0.02,0.70,0.64,0.28,0.27,0.87
317980464.00,0.26,0.79,0.67,0.09,0.16,0.79
43993291.00,0.21,0.89,0.86,0.67,0.20,0.82
9667317.00,0.00,0.62,0.67,0.10,0.03,0.46
3807084.00,0.02,0.67,0.77,0.46,0.05,0.76
519420152.00,0.06,0.61,0.67,0.17,0.04,0.81
684206.00,0.48,0.64,0.18,0.12,0.06,0.07
186165289.00,0.14,0.67,0.64,0.18,0.04,0.68
2018912.00,0.01,0.80,0.69,0.38,0.32,0.60
2229508.00,0.48,0.72,0.51,0.09,0.03,0.33
1657187.00,0.00,0.65,0.70,0.09,0.04,0.47
38760252.00,0.07,0.82,0.58,0.11,0.22,0.22
537872667.00,0.23,0.72,0.65,0.10,0.07,0.41
12514934.00,0.18,0.51,0.69,0.35,0.41,0.29
466071329.00,0.09,0.58,0.54,0.26,0.06,0.20
15868009.00,0.04,0.92,0.79,0.20,0.21,0.44
1186702666.00,0.26,0.74,0.61,0.12,0.15,0.47
471750490.00,0.05,0.60,0.43,0.21,0.03,0.06
3597098.00,0.19,0.95,0.41,0.08,0.08,0.73
64256370.00,0.13,0.70,0.88,0.15,0.09,0.45
928881.00,0.27,0.87,0.61,0.08,0.32,0.34
6066404.00,0.26,0.88,0.62,0.10,0.12,0.75
647852.00,0.01,0.84,0.49,0.05,0.17,0.31
1401963.00,0.82,0.57,0.39,0.13,0.06,0.71
2050807.00,0.78,0.56,0.38,0.09,0.03,0.67
192955888.00,0.00,0.65,0.93,0.06,0.08,0.37
1271633.00,0.03,0.75,0.60,0.16,0.45,0.21
2868589.00,0.03,0.57,0.84,0.10,0.12,0.75
413629985.00,0.70,0.55,0.59,0.08,0.04,0.44
1623621.00,0.06,0.68,0.76,0.36,0.22,0.24
643976453.00,0.12,0.64,0.53,0.09,0.07,0.52
837982.00,0.33,0.69,0.69,0.14,0.13,0.70
3550506.00,0.25,0.72,0.74,0.15,0.19,0.46
815387.00,0.94,0.34,0.24,0.13,0.05,0.18
912764.00,0.08,0.62,0.67,0.12,0.27,0.15
695384.00,0.00,0.68,0.87,0.07,0.13,0.27
3773110.00,0.45,0.27,0.44,0.10,0.04,0.16
1506952.00,0.72,0.51,0.40,0.09,0.32,0.56
861888.00,0.33,0.82,0.46,0.12,0.45,0.27
121089966.00,0.27,0.75,0.67,0.05,0.12,0.70
1485341.00,0.23,0.61,0.61,0.12,0.03,0.33
29302041.00,0.45,0.75,0.76,0.22,0.08,0.67
1648870.00,0.01,0.63,0.75,0.22,0.04,0.60
536832.00,0.02,0.92,0.63,0.38,0.28,0.40
1703514.00,0.03,0.90,0.61,0.18,0.24,0.27
8355192.00,0.31,0.47,0.63,0.14,0.09,0.76
41498634.00,0.02,0.64,0.74,0.15,0.05,0.43
276380913.00,0.39,0.85,0.35,0.75,0.24,0.28
519130.00,0.01,0.76,0.72,0.07,0.04,0.13
129346771.00,0.04,0.63,0.54,0.17,0.08,0.25
4599399.00,0.04,0.65,0.84,0.07,0.07,0.67
39712485.00,0.12,0.79,0.73,0.23,0.11,0.36
739886.00,0.08,0.68,0.51,0.11,0.04,0.48
5658944.00,0.07,0.71,0.84,0.35,0.10,0.47
5357554.00,0.16,0.81,0.84,0.36,0.06,0.33
1898732.00,0.07,0.55,0.66,0.11,0.07,0.47
74143338.00,0.13,0.53,0.51,0.10,0.03,0.35
105148236.00,0.11,0.81,0.67,0.28,0.11,0.52
4894711.00,0.03,0.90,0.52,0.32,0.20,0.17
273943375.00,0.18,0.78,0.68,0.07,0.14,0.62
354865268.00,0.06,0.70,0.63,0.09,0.06,0.55
6543481.00,0.43,0.60,0.53,0.09,0.03,0.34
18715601.00,0.16,0.65,0.60,0.15,0.04,0.30
33093581.00,0.63,0.67,0.68,0.92,0.05,0.70
585922.00,0.33,0.60,0.90,0.26,0.05,0.50
2905883.00,0.30,0.43,0.67,0.11,0.09,0.10
14259317.00,0.06,0.67,0.74,0.96,0.06,0.66
1508547.00,0.07,0.51,0.72,0.15,0.32,0.48
55135700.00,0.06,0.76,0.75,0.08,0.07,0.49
64264304.00,0.04,0.75,0.45,0.17,0.09,0.34
310377941.00,0.85,0.73,0.57,0.11,0.13,0.69
628310.00,0.32,0.66,0.72,0.18,0.12,0.47
1773772.00,0.24,0.73,0.57,0.23,0.27,0.31
14454322.00,0.24,0.48,0.54,0.08,0.04,0.82
57958341.00,0.08,0.67,0.53,0.09,0.31,0.20
7521137.00,0.73,0.60,0.38,0.08,0.04,0.52
39809322.00,0.22,0.79,0.72,0.13,0.22,0.66
20617670.00,0.10,0.86,0.70,0.16,0.07,0.59
174754930.00,0.84,0.61,0.38,0.28,0.44,0.52
13593401.00,0.38,0.83,0.60,0.08,0.15,0.48
353593538.00,0.08,0.80,0.62,0.09,0.07,0.39
67483885.00,0.64,0.75,0.42,0.07,0.04,0.81
23830592.00,0.11,0.63,0.73,0.11,0.09,0.32
1475294.00,0.03,0.58,0.78,0.21,0.18,0.21
11854781.00,0.23,0.75,0.66,0.08,0.35,0.63
683454.00,0.00,0.92,0.71,0.17,0.28,0.60
3117827.00,0.48,0.81,0.56,0.06,0.07,0.68
578068.00,0.00,0.80,0.60,0.16,0.42,0.36
955805.00,0.01,0.38,0.47,0.12,0.03,0.04
737828.00,0.14,0.81,0.81,0.07,0.16,0.69
41937329.00,0.38,0.52,0.55,0.11,0.04,0.20
765908.00,0.56,0.61,0.63,0.11,0.32,0.61
4594246.00,0.04,0.83,0.74,0.09,0.05,0.82
716211.00,0.33,0.88,0.72,0.20,0.26,0.39
126011675.00,0.03,0.73,0.79,0.11,0.05,0.36
364821796.00,0.09,0.80,0.68,0.09,0.04,0.84
3767735.00,0.91,0.40,0.30,0.10,0.03,0.32
32392285.00,0.11,0.72,0.62,0.12,0.11,0.41
633550.00,0.07,0.74,0.75,0.09,0.08,0.53
605658.00,0.00,0.86,0.46,0.09,0.35,0.57
4805205.00,0.02,0.71,0.85,0.36,0.07,0.74
41659534.00,0.43,0.45,0.60,0.09,0.06,0.42
27934589.00,0.14,0.59,0.85,0.37,0.08,0.39
36974227.00,0.01,0.79,0.77,0.10,0.07,0.64
