streams,acousticness,danceability,energy,liveness,speechiness,valence
111828515.00,0.38,0.59,0.71,0.13,0.08,0.27
13984144.00,0.06,0.72,0.70,0.12,0.04,0.69
29888307.00,0.12,0.29,0.57,0.07,0.04,0.17
1236250.00,0.09,0.86,0.41,0.36,0.32,0.20
740020.00,0.00,0.41,0.95,0.74,0.12,0.84
610718.00,0.17,0.28,0.82,0.14,0.11,0.25
100158110.00,0.26,0.68,0.92,0.44,0.09,0.54
704584.00,0.00,0.89,0.53,0.09,0.21,0.15
134561463.00,0.25,0.67,0.45,0.12,0.30,0.68
266194513.00,0.02,0.72,0.49,0.09,0.03,0.38
963243.00,0.64,0.32,0.51,0.39,0.03,0.43
9328832.00,0.11,0.53,0.93,0.32,0.04,0.81
190877659.00,0.13,0.74,0.81,0.13,0.10,0.48
26845735.00,0.05,0.59,0.73,0.31,0.09,0.19
35516339.00,0.00,0.76,0.48,0.30,0.19,0.35
3032062.00,0.59,0.71,0.62,0.12,0.27,0.58
54614045.00,0.85,0.32,0.41,0.14,0.04,0.27
41881740.00,0.33,0.50,0.66,0.21,0.04,0.89
755081.00,0.06,0.74,0.92,0.11,0.13,0.66
756115.00,0.18,0.75,0.60,0.32,0.03,0.50
2098263.00,0.98,0.62,0.59,0.31,0.09,0.28
6492193.00,0.10,0.49,0.62,0.27,0.15,0.17
676900.00,0.24,0.68,0.44,0.11,0.04,0.33
483675975.00,0.90,0.70,0.23,0.11,0.10,0.24
2678273.00,0.10,0.80,0.63,0.39,0.29,0.75
464553.00,0.51,0.69,0.71,0.08,0.04,0.92
3551925.00,0.74,0.35,0.19,0.12,0.03,0.27
6175424.00,0.28,0.78,0.82,0.41,0.07,0.76
1791152.00,0.25,0.26,0.61,0.13,0.05,0.28
50524234.00,0.55,0.69,0.68,0.22,0.10,0.46
585978.00,0.12,0.62,0.78,0.31,0.07,0.39
135054702.00,0.32,0.33,0.61,0.77,0.03,0.40
21022812.00,0.03,0.55,0.78,0.08,0.04,0.46
2462873.00,0.59,0.54,0.42,0.09,0.02,0.21
906672.00,0.31,0.53,0.54,0.08,0.46,0.40
438573.00,0.84,0.59,0.26,0.14,0.05,0.11
94590099.00,0.15,0.53,0.91,0.10,0.11,0.66
1706791.00,0.06,0.83,0.60,0.09,0.09,0.15
3640218.00,0.81,0.66,0.81,0.45,0.94,0.08
757746.00,0.85,0.65,0.50,0.33,0.11,0.63
708528.00,0.06,0.87,0.55,0.28,0.38,0.23
2074951.00,0.02,0.54,0.69,0.26,0.21,0.68
9225934.00,0.07,0.90,0.53,0.54,0.41,0.34
3046587.00,0.45,0.34,0.60,0.28,0.03,0.16
10805496.00,0.33,0.83,0.69,0.08,0.03,0.85
855371.00,0.07,0.74,0.79,0.12,0.27,0.36
14285356.00,0.40,0.50,0.42,0.36,0.39,0.31
1840704.00,0.51,0.84,0.46,0.09,0.16,0.70
9489833.00,0.14,0.59,0.68,0.16,0.34,0.47
14156991.00,0.05,0.72,0.81,0.15,0.09,0.65
169364932.00,0.03,0.75,0.52,0.20,0.25,0.36
110149257.00,0.18,0.66,0.72,0.14,0.06,0.32
8882626.00,0.52,0.76,0.44,0.07,0.04,0.63
18853463.00,0.23,0.70,0.72,0.09,0.09,0.78
214924731.00,0.74,0.48,0.41,0.12,0.04,0.25
10609931.00,0.03,0.56,0.62,0.09,0.03,0.14
34208518.00,0.15,0.78,0.67,0.12,0.08,0.72
8882697.00,0.10,0.75,0.90,0.49,0.25,0.58
23757421.00,0.02,0.76,0.67,0.16,0.10,0.38
699505.00,0.09,0.53,0.70,0.18,0.26,0.59
44266547.00,0.14,0.87,0.86,0.40,0.06,0.92
749295.00,0.88,0.24,0.12,0.10,0.03,0.09
623106.00,0.02,0.58,0.48,0.10,0.03,0.42
194138478.00,0.37,0.69,0.51,0.12,0.09,0.49
16961188.00,0.08,0.75,0.56,0.13,0.08,0.45
665862.00,0.00,0.95,0.52,0.11,0.08,0.35
131977735.00,0.40,0.90,0.60,0.13,0.06,0.82
6436526.00,0.12,0.82,0.80,0.24,0.04,0.54
37985075.00,0.74,0.48,0.41,0.12,0.04,0.25
6979716.00,0.02,0.46,0.83,0.21,0.08,0.31
222433199.00,0.63,0.77,0.69,0.07,0.08,0.43
1292492.00,0.15,0.63,0.54,0.07,0.26,0.81
811128.00,0.05,0.63,0.55,0.12,0.03,0.12
543950.00,0.25,0.75,0.68,0.09,0.13,0.77
2300654.00,0.35,0.53,0.31,0.10,0.05,0.29
618978.00,0.12,0.66,0.58,0.10,0.28,0.15
2588095.00,0.19,0.69,0.64,0.09,0.26,0.45
1166886.00,0.05,0.55,0.73,0.15,0.40,0.55
990985.00,0.48,0.66,0.52,0.47,0.04,0.54
881832.00,0.05,0.49,0.73,0.44,0.27,0.22
74264107.00,0.00,0.42,0.82,0.07,0.11,0.40
55446419.00,0.30,0.69,0.59,0.28,0.12,0.68
573894.00,0.09,0.83,0.55,0.22,0.09,0.18
566049.00,0.05,0.34,0.51,0.20,0.16,0.19
965753.00,0.12,0.57,0.82,0.09,0.12,0.26
6696123.00,0.21,0.75,0.96,0.33,0.13,0.95
97074551.00,0.27,0.78,0.57,0.20,0.19,0.86
23960652.00,0.59,0.81,0.35,0.10,0.31,0.07
41516506.00,0.03,0.73,0.71,0.32,0.09,0.69
35832335.00,0.30,0.66,0.32,0.08,0.52,0.54
2868912.00,0.02,0.71,0.62,0.28,0.24,0.86
11243279.00,0.22,0.90,0.83,0.18,0.24,0.78
92079448.00,0.05,0.75,0.76,0.05,0.04,0.58
1923717.00,0.01,0.60,0.75,0.09,0.19,0.57
526675496.00,0.98,0.37,0.11,0.09,0.10,0.20
337315633.00,0.24,0.94,0.52,0.12,0.06,0.70
31626329.00,0.28,0.78,0.54,0.23,0.07,0.39
81993232.00,0.17,0.53,0.54,0.25,0.03,0.29
5257182.00,0.27,0.81,0.71,0.22,0.10,0.34
87327963.00,0.02,0.93,0.51,0.09,0.17,0.69
7537437.00,0.77,0.47,0.21,0.14,0.05,0.58
656653.00,0.75,0.94,0.51,0.11,0.27,0.81
1376529.00,0.05,0.65,0.74,0.24,0.23,0.61
1781151.00,0.21,0.61,0.79,0.92,0.26,0.52
4843981.00,0.10,0.50,0.81,0.13,0.06,0.24
34911641.00,0.34,0.71,0.69,0.22,0.04,0.54
6529249.00,0.23,0.53,0.58,0.11,0.03,0.19
75946301.00,0.13,0.68,0.65,0.13,0.34,0.43
13179475.00,0.57,0.51,0.28,0.16,0.10,0.28
633456.00,0.53,0.69,0.68,0.12,0.32,0.60
528175.00,0.07,0.67,0.50,0.34,0.08,0.68
793688.00,0.03,0.68,0.64,0.20,0.29,0.18
742162.00,0.23,0.60,0.63,0.20,0.03,0.57
480886683.00,0.10,0.71,0.65,0.13,0.04,0.34
1006453.00,0.05,0.85,0.79,0.38,0.16,0.46
756271.00,0.91,0.59,0.28,0.09,0.04,0.33
14003540.00,0.21,0.45,0.84,0.13,0.06,0.25
732677.00,0.06,0.88,0.95,0.06,0.07,0.51
3669956.00,0.06,0.75,0.68,0.07,0.03,0.67
29194083.00,0.02,0.80,0.54,0.07,0.04,0.16
776158.00,0.03,0.78,0.66,0.11,0.18,0.47
20982707.00,0.00,0.76,0.61,0.13,0.10,0.71
8789211.00,0.25,0.65,0.56,0.44,0.25,0.37
681065.00,0.01,0.90,0.75,0.36,0.15,0.46
31990248.00,0.41,0.57,0.59,0.10,0.05,0.36
7387237.00,0.46,0.53,0.21,0.13,0.02,0.19
11998734.00,0.39,0.73,0.80,0.31,0.03,0.82
811946.00,0.40,0.60,0.85,0.44,0.56,0.81
76185026.00,0.27,0.85,0.66,0.08,0.11,0.76
737731.00,0.30,0.74,0.47,0.10,0.04,0.28
6805765.00,0.54,0.70,0.77,0.11,0.07,0.57
2100869.00,0.39,0.34,0.76,0.08,0.05,0.36
644116.00,0.14,0.69,0.60,0.20,0.07,0.31
552323.00,0.10,0.74,0.79,0.05,0.04,0.54
3155792.00,0.06,0.67,0.56,0.07,0.05,0.55
758365.00,0.00,0.20,0.14,0.22,0.05,0.03
836561.00,0.82,0.38,0.32,0.21,0.04,0.27
9608647.00,0.37,0.57,0.42,0.13,0.04,0.17
1415198.00,0.06,0.81,0.69,0.10,0.15,0.64
318259610.00,0.32,0.75,0.81,0.20,0.08,0.56
335115.00,0.06,0.75,0.79,0.09,0.03,0.88
787724.00,0.02,0.61,0.74,0.10,0.05,0.43
4311972.00,0.49,0.74,0.60,0.16,0.06,0.32
180911954.00,0.38,0.81,0.52,0.13,0.04,0.55
644384.00,0.33,0.77,0.72,0.10,0.11,0.49
869598.00,0.01,0.67,0.87,0.17,0.03,0.19
500370.00,0.01,0.88,0.76,0.11,0.27,0.72
1853868.00,0.14,0.75,0.57,0.11,0.48,0.40
1309650.00,0.11,0.81,0.74,0.10,0.15,0.54
14700023.00,0.39,0.73,0.73,0.15,0.32,0.63
53702017.00,0.11,0.70,0.64,0.12,0.15,0.34
20643988.00,0.03,0.73,0.82,0.23,0.15,0.68
75802643.00,0.14,0.71,0.68,0.47,0.03,0.66
732308.00,0.60,0.55,0.50,0.10,0.13,0.39
9345837.00,0.08,0.57,0.55,0.11,0.06,0.20
478959.00,0.16,0.86,0.79,0.13,0.23,0.37
745157.00,0.01,0.88,0.55,0.14,0.27,0.20
802974.00,0.00,0.57,0.67,0.09,0.04,0.58
16812183.00,0.07,0.64,0.59,0.12,0.03,0.20
11560846.00,0.05,0.58,0.64,0.18,0.41,0.54
1274027.00,0.17,0.28,0.82,0.14,0.11,0.25
1184536.00,0.00,0.27,0.76,0.30,0.03,0.39
128217222.00,0.26,0.76,0.73,0.10,0.28,0.35
4961392.00,0.70,0.61,0.46,0.09,0.36,0.25
591018.00,0.24,0.95,0.52,0.11,0.05,0.69
5198009.00,0.33,0.53,0.80,0.23,0.25,0.14
828670.00,0.07,0.47,0.61,0.13,0.03,0.24
14358101.00,0.17,0.74,0.87,0.04,0.05,0.61
788289419.00,0.21,0.66,0.79,0.11,0.17,0.85
11020903.00,0.59,0.80,0.29,0.15,0.08,0.48
10038462.00,0.91,0.43,0.18,0.12,0.06,0.42
7537999.00,0.23,0.39,0.41,0.10,0.03,0.46
597789.00,0.01,0.92,0.45,0.12,0.16,0.29
14609996.00,0.00,0.54,0.81,0.32,0.04,0.45
50483678.00,0.77,0.85,0.55,0.07,0.17,0.27
6389200.00,0.06,0.76,0.82,0.11,0.10,0.35
2878031.00,0.11,0.58,0.78,0.11,0.19,0.31
7827341.00,0.05,0.83,0.69,0.11,0.26,0.54
3990172.00,0.05,0.48,0.61,0.31,0.31,0.30
6983414.00,0.14,0.68,0.79,0.31,0.06,0.32
24078627.00,0.13,0.50,0.50,0.09,0.05,0.20
537126.00,0.01,0.34,0.58,0.14,0.06,0.34
41183522.00,0.58,0.67,0.70,0.23,0.20,0.65
43339600.00,0.13,0.50,0.75,0.45,0.04,0.51
14055005.00,0.04,0.81,0.77,0.18,0.06,0.47
36878315.00,0.04,0.69,0.52,0.17,0.10,0.56
2922996.00,0.03,0.83,0.65,0.26,0.48,0.70
62247647.00,0.49,0.77,0.70,0.08,0.10,0.51
3381223.00,0.23,0.62,0.68,0.54,0.36,0.61
6053944.00,0.04,0.57,0.86,0.21,0.30,0.44
6345239.00,0.02,0.59,0.70,0.08,0.07,0.33
2321909.00,0.02,0.78,0.57,0.46,0.25,0.27
254539053.00,0.07,0.73,0.79,0.06,0.20,0.76
991922.00,0.55,0.53,0.52,0.07,0.05,0.61
18648089.00,0.10,0.74,0.74,0.10,0.05,0.54
270652725.00,0.16,0.86,0.62,0.05,0.05,0.96
3434201.00,0.01,0.69,0.78,0.22,0.06,0.28
11200401.00,0.25,0.81,0.63,0.10,0.04,0.65
20823190.00,0.00,0.51,0.64,0.22,0.06,0.17
943818.00,0.01,0.47,1.00,0.39,0.16,0.11
1439797.00,0.02,0.89,0.66,0.11,0.10,0.45
60241211.00,0.06,0.78,0.49,0.17,0.07,0.37
6459594.00,0.39,0.54,0.65,0.13,0.05,0.61
457652.00,0.18,0.60,0.61,0.12,0.03,0.89
46536936.00,0.00,0.81,0.56,0.16,0.17,0.26
66401760.00,0.01,0.75,0.97,0.30,0.08,0.56
45387270.00,0.27,0.87,0.74,0.07,0.23,0.65
1725745.00,0.58,0.84,0.93,0.38,0.07,0.96
54049851.00,0.13,0.78,0.74,0.13,0.07,0.93
3698515.00,0.02,0.66,0.88,0.05,0.07,0.46
872775.00,0.52,0.76,0.25,0.10,0.14,0.21
1634815.00,0.35,0.73,0.36,0.09,0.14,0.04
850243.00,0.03,0.79,0.77,0.11,0.27,0.44
3818911.00,0.07,0.95,0.66,0.14,0.32,0.87
7547746.00,0.08,0.89,0.43,0.13,0.59,0.45
82187005.00,0.26,0.50,0.79,0.65,0.32,0.74
3848209.00,0.81,0.58,0.26,0.51,0.04,0.30
42927283.00,0.46,0.73,0.62,0.08,0.25,0.53
2044226.00,0.87,0.51,0.31,0.70,0.03,0.39
49148371.00,0.01,0.58,0.94,0.55,0.19,0.80
900434.00,0.07,0.78,0.66,0.17,0.25,0.34
669162.00,0.61,0.68,0.73,0.22,0.05,0.45
29379149.00,0.01,0.79,0.82,0.17,0.18,0.61
11181043.00,0.00,0.89,0.47,0.12,0.46,0.18
100037757.00,0.07,0.74,0.60,0.12,0.22,0.57
631324.00,0.83,0.25,0.17,0.14,0.03,0.18
208290695.00,0.07,0.80,0.84,0.09,0.28,0.52
758689.00,0.43,0.77,0.64,0.10,0.16,0.61
779163.00,0.98,0.34,0.18,0.11,0.04,0.18
3636187.00,0.01,0.92,0.56,0.07,0.22,0.67
23136862.00,0.63,0.72,0.54,0.14,0.28,0.80
3369014.00,0.40,0.75,0.64,0.10,0.23,0.54
798638.00,0.12,0.70,0.51,0.18,0.27,0.33
243258240.00,0.05,0.64,0.77,0.06,0.08,0.59
4270766.00,0.24,0.79,0.81,0.13,0.17,0.42
17128250.00,0.28,0.62,0.74,0.41,0.07,0.58
41079364.00,0.19,0.85,0.63,0.08,0.22,0.55
125357128.00,0.04,0.67,0.74,0.08,0.04,0.42
727464.00,0.59,0.76,0.69,0.11,0.07,0.58
22148189.00,0.07,0.54,0.65,0.07,0.04,0.47
797681.00,0.45,0.69,0.26,0.10,0.04,0.36
45944133.00,0.24,0.88,0.50,0.10,0.18,0.41
1826873.00,0.24,0.69,0.84,0.07,0.10,0.52
76033787.00,0.09,0.66,0.57,0.12,0.03,0.14
6862171.00,0.13,0.72,0.87,0.11,0.05,0.65
985942.00,0.06,0.53,0.79,0.37,0.03,0.74
6480928.00,0.88,0.43,0.23,0.28,0.40,0.91
697663.00,0.18,0.70,0.73,0.11,0.04,0.73
6409041.00,0.96,0.27,0.16,0.11,0.04,0.11
5265000.00,0.04,0.79,0.58,0.06,0.37,0.69
1584227.00,0.39,0.81,0.76,0.11,0.21,0.64
1650309.00,0.02,0.54,0.80,0.20,0.04,0.17
522777.00,0.01,0.93,0.67,0.14,0.07,0.22
4705199.00,0.35,0.59,0.80,0.25,0.29,0.59
2027103.00,0.19,0.57,0.79,0.11,0.04,0.45
61698926.00,0.12,0.64,0.65,0.08,0.19,0.55
304122017.00,0.18,0.64,0.71,0.14,0.07,0.24
11101107.00,0.89,0.49,0.33,0.31,0.03,0.41
3215987.00,0.00,0.81,0.46,0.14,0.09,0.33
111609196.00,0.34,0.69,0.58,0.30,0.12,0.68
833021.00,0.13,0.68,0.86,0.34,0.03,0.98
1052756.00,0.28,0.79,0.40,0.11,0.39,0.13
81923937.00,0.19,0.57,0.63,0.26,0.11,0.22
23492693.00,0.01,0.83,0.58,0.13,0.08,0.43
625557.00,0.19,0.81,0.49,0.23,0.26,0.69
971583.00,0.28,0.77,0.54,0.61,0.39,0.73
744605.00,0.18,0.85,0.62,0.11,0.07,0.47
2541104.00,0.04,0.73,0.74,0.17,0.05,0.56
1562242.00,0.03,0.89,0.46,0.15,0.10,0.10
57287205.00,0.61,0.73,0.77,0.29,0.13,0.72
23893138.00,0.01,0.81,0.81,0.13,0.29,0.55
1198826.00,0.66,0.55,0.45,0.09,0.10,0.22
9579002.00,0.01,0.52,0.70,0.09,0.02,0.41
2418809.00,0.97,0.75,0.09,0.09,0.07,0.50
1083654.00,0.34,0.74,0.71,0.29,0.05,0.56
686827.00,0.01,0.69,0.59,0.08,0.05,0.57
44787533.00,0.06,0.74,0.72,0.21,0.06,0.50
6169468.00,0.05,0.75,0.53,0.12,0.04,0.35
59933097.00,0.13,0.31,0.42,0.08,0.03,0.24
5905224.00,0.08,0.55,0.89,0.15,0.51,0.64
22729458.00,0.24,0.70,0.63,0.44,0.28,0.73
3731790.00,0.45,0.76,0.80,0.12,0.05,0.68
9030014.00,0.40,0.65,0.64,0.08,0.44,0.90
23951120.00,0.32,0.77,0.51,0.07,0.03,0.77
8706870.00,0.15,0.71,0.52,0.15,0.04,0.29
1748051.00,0.16,0.35,0.71,0.07,0.03,0.42
10571673.00,0.11,0.74,0.79,0.05,0.05,0.53
45991222.00,0.14,0.91,0.44,0.17,0.38,0.68
683528.00,0.37,0.63,0.60,0.15,0.03,0.18
29926207.00,0.12,0.60,0.55,0.11,0.04,0.27
30023639.00,0.19,0.69,0.56,0.11,0.19,0.19
5700336.00,0.45,0.48,0.68,0.15,0.26,0.29
92029738.00,0.45,0.51,0.48,0.15,0.03,0.35
65223751.00,0.00,0.53,0.78,0.16,0.05,0.64
23505597.00,0.15,0.54,0.72,0.35,0.06,0.62
1725271.00,0.07,0.87,0.59,0.24,0.26,0.48
17387381.00,0.56,0.62,0.46,0.14,0.03,0.50
50730932.00,0.09,0.43,0.70,0.22,0.26,0.73
20316233.00,0.70,0.75,0.56,0.15,0.03,0.37
10568235.00,0.73,0.51,0.34,0.10,0.05,0.95
219343633.00,0.12,0.62,0.80,0.11,0.25,0.82
899669.00,0.01,0.95,0.38,0.13,0.26,0.13
5448294.00,0.11,0.72,0.62,0.12,0.11,0.41
601289.00,0.48,0.78,0.48,0.11,0.04,0.13
3881237.00,0.01,0.70,0.66,0.30,0.06,0.57
1883351.00,0.01,0.63,0.76,0.22,0.04,0.58
42537253.00,0.39,0.87,0.49,0.05,0.06,0.75
185504454.00,0.07,0.66,0.62,0.58,0.05,0.44
691735.00,0.55,0.82,0.51,0.08,0.03,0.55
247804849.00,0.09,0.60,0.72,0.12,0.05,0.51
6228113.00,0.38,0.77,0.57,0.34,0.14,0.28
701234.00,0.02,0.52,0.96,0.36,0.17,0.61
20490685.00,0.24,0.81,0.76,0.31,0.09,0.96
5166778.00,0.67,0.67,0.28,0.20,0.04,0.81
12209615.00,0.03,0.89,0.54,0.15,0.20,0.43
788694.00,0.13,0.83,0.55,0.26,0.37,0.74
647880.00,0.09,0.37,0.42,0.09,0.05,0.12
2777352.00,0.10,0.74,0.62,0.10,0.20,0.39
1191270.00,0.21,0.65,0.66,0.11,0.33,0.38
752959.00,0.18,0.59,0.73,0.08,0.19,0.92
17579388.00,0.92,0.74,0.33,0.07,0.04,0.75
2204390.00,0.02,0.76,0.47,0.26,0.28,0.35
12752557.00,0.11,0.81,0.57,0.12,0.43,0.58
5967682.00,0.11,0.74,0.68,0.18,0.10,0.69
658126280.00,0.10,0.77,0.63,0.08,0.04,0.78
17805139.00,0.01,0.74,0.87,0.11,0.50,0.66
4634118.00,0.00,0.51,0.72,0.11,0.40,0.27
781007.00,0.05,0.60,0.44,0.16,0.19,0.24
26536397.00,0.04,0.65,0.43,0.14,0.19,0.33
116994329.00,0.04,0.68,0.65,0.13,0.03,0.54
713290.00,0.14,0.77,0.46,0.11,0.34,0.54
45351616.00,0.14,0.57,0.62,0.11,0.41,0.29
16041603.00,0.05,0.67,0.67,0.11,0.03,0.52
748822.00,0.15,0.69,0.69,0.19,0.19,0.44
49613076.00,0.01,0.76,0.58,0.11,0.06,0.13
39834543.00,0.31,0.74,0.77,0.11,0.05,0.66
36894557.00,0.13,0.50,0.64,0.63,0.04,0.25
123069722.00,0.04,0.58,0.62,0.14,0.03,0.27
5094413.00,0.02,0.70,0.61,0.07,0.05,0.28
844927.00,0.13,0.87,0.57,0.08,0.19,0.16
929799.00,0.11,0.74,0.51,0.36,0.08,0.52
130454527.00,0.02,0.67,0.57,0.15,0.03,0.27
858574.00,0.03,0.63,0.72,0.12,0.03,0.42
13024269.00,0.90,0.61,0.03,0.11,0.05,0.37
816231.00,0.56,0.67,0.56,0.10,0.23,0.41
9452982.00,0.77,0.57,0.41,0.11,0.09,0.16
687672.00,0.05,0.69,0.62,0.12,0.22,0.28
4160255.00,0.43,0.82,0.64,0.21,0.16,0.78
167310317.00,0.58,0.50,0.74,0.07,0.05,0.46
927222.00,0.89,0.56,0.33,0.10,0.03,0.29
11224234.00,0.01,0.62,0.93,0.14,0.03,0.29
579287.00,0.96,0.55,0.42,0.16,0.05,0.36
807084.00,0.09,0.80,0.63,0.09,0.14,0.39
50026802.00,0.90,0.65,0.26,0.36,0.06,0.84
85212097.00,0.17,0.64,0.90,0.13,0.11,0.29
716385.00,0.02,0.58,0.81,0.10,0.04,0.48
358083722.00,0.06,0.93,0.67,0.12,0.24,0.18
23981172.00,0.02,0.91,0.44,0.14,0.34,0.53
7226706.00,0.13,0.56,0.34,0.14,0.03,0.69
1600144.00,0.04,0.64,0.86,0.08,0.03,0.29
804034.00,0.67,0.17,0.05,0.42,0.05,0.03
5468425.00,0.32,0.62,0.45,0.31,0.07,0.72
11109319.00,0.13,0.77,0.66,0.11,0.09,0.18
7123712.00,0.40,0.73,0.50,0.12,0.03,0.31
437732762.00,0.04,0.73,0.55,0.11,0.09,0.34
2313660.00,0.01,0.72,0.61,0.13,0.03,0.67
3486174.00,0.07,0.93,0.72,0.23,0.15,0.25
396140498.00,0.37,0.75,0.83,0.06,0.05,0.69
6932039.00,0.39,0.77,0.63,0.11,0.26,0.49
6926607.00,0.19,0.51,0.61,0.17,0.45,0.20
15777082.00,0.05,0.83,0.73,0.07,0.06,0.68
933897.00,0.01,0.47,0.79,0.19,0.19,0.61
663720.00,0.26,0.79,0.63,0.09,0.07,0.26
159834454.00,0.56,0.49,0.34,0.21,0.04,0.10
3620198.00,0.20,0.69,0.59,0.28,0.22,0.25
5404911.00,0.57,0.46,0.67,0.36,0.07,0.27
869429.00,0.28,0.78,0.71,0.08,0.08,0.23
3455321.00,0.02,0.86,0.65,0.57,0.36,0.65
765575.00,0.23,0.87,0.55,0.18,0.17,0.56
43513294.00,0.42,0.40,0.36,0.19,0.03,0.11
261298596.00,0.28,0.87,0.77,0.16,0.12,0.77
772392.00,0.28,0.22,0.15,0.26,0.03,0.18
1652742.00,0.00,0.91,0.66,0.08,0.29,0.71
21065042.00,0.15,0.67,0.74,0.35,0.08,0.57
682000.00,0.01,0.69,0.71,0.19,0.03,0.49
781854.00,0.14,0.62,0.68,0.10,0.20,0.09
21102492.00,0.18,0.68,0.87,0.22,0.06,0.92
1877002.00,0.23,0.65,0.66,0.10,0.03,0.47
51930091.00,0.02,0.77,0.47,0.27,0.26,0.41
2403909.00,0.13,0.81,0.56,0.15,0.11,0.77
1032533.00,0.04,0.94,0.48,0.08,0.27,0.39
7773431.00,0.02,0.81,0.88,0.29,0.09,0.76
12565646.00,0.12,0.73,0.68,0.35,0.44,0.84
1528228.00,0.98,0.57,0.17,0.25,0.05,0.71
20992356.00,0.08,0.65,0.60,0.11,0.05,0.49
266393254.00,0.39,0.86,0.65,0.08,0.10,0.55
38774930.00,0.29,0.68,0.71,0.10,0.04,0.46
17910176.00,0.21,0.71,0.88,0.09,0.10,0.92
53752620.00,0.01,0.82,0.69,0.34,0.07,0.68
20072347.00,0.21,0.79,0.66,0.20,0.19,0.23
450769.00,0.21,0.44,0.71,0.31,0.07,0.15
541013.00,0.03,0.58,0.71,0.07,0.03,0.76
25954134.00,0.44,0.71,0.81,0.07,0.04,0.39
39115293.00,0.01,0.46,0.85,0.11,0.07,0.23
41673316.00,0.68,0.77,0.54,0.19,0.05,0.34
792005.00,0.19,0.79,0.31,0.08,0.05,0.63
7265064.00,0.08,0.80,0.76,0.08,0.05,0.86
2525599.00,0.56,0.42,0.40,0.20,0.04,0.24
13009194.00,0.88,0.47,0.20,0.05,0.06,0.54
137764356.00,0.03,0.61,0.84,0.11,0.07,0.66
26413022.00,0.13,0.77,0.50,0.13,0.08,0.24
11228502.00,0.13,0.67,0.73,0.12,0.14,0.44
14685636.00,0.14,0.70,0.46,0.11,0.07,0.29
162316544.00,0.08,0.80,0.61,0.09,0.07,0.39
971522.00,0.43,0.54,0.64,0.17,0.29,0.33
18896754.00,0.60,0.63,0.67,0.15,0.23,0.63
675074.00,0.06,0.67,0.65,0.11,0.10,0.55
631286.00,0.01,0.89,0.37,0.18,0.36,0.12
72583381.00,0.23,0.69,0.87,0.09,0.06,0.73
2882967.00,0.21,0.79,0.40,0.22,0.23,0.47
707380.00,0.00,0.67,0.81,0.09,0.04,0.52
158069872.00,0.02,0.51,0.69,0.30,0.10,0.30
527606.00,0.00,0.57,0.74,0.34,0.04,0.26
2119834.00,0.18,0.79,0.62,0.32,0.17,0.82
512008.00,0.94,0.45,0.21,0.11,0.10,0.42
110680186.00,0.06,0.58,0.57,0.09,0.04,0.45
842201.00,0.06,0.63,0.88,0.09,0.39,0.59
7838931.00,0.15,0.47,0.52,0.13,0.07,0.19
27796843.00,0.09,0.93,0.40,0.14,0.17,0.43
866308.00,0.26,0.73,0.72,0.11,0.08,0.54
5513335.00,0.15,0.83,0.76,0.16,0.19,0.88
128820795.00,0.31,0.86,0.63,0.12,0.05,0.82
27856402.00,0.20,0.85,0.63,0.46,0.10,0.60
42972710.00,0.56,0.82,0.54,0.14,0.03,0.86
12004074.00,0.18,0.91,0.55,0.09,0.34,0.54
9188061.00,0.40,0.85,0.74,0.14,0.25,0.56
29651859.00,0.09,0.76,0.73,0.07,0.05,0.54
74267188.00,0.29,0.46,0.80,0.12,0.05,0.55
2002403.00,0.06,0.81,0.63,0.25,0.07,0.49
7652050.00,0.08,0.79,0.61,0.09,0.07,0.42
179652252.00,0.74,0.91,0.39,0.11,0.33,0.20
803506.00,0.21,0.78,0.60,0.12,0.04,0.36
13530298.00,0.05,0.88,0.62,0.11,0.10,0.64
964786.00,0.47,0.62,0.44,0.18,0.03,0.51
1330630.00,0.23,0.75,0.50,0.05,0.06,0.90
264929699.00,0.02,0.57,0.66,0.21,0.04,0.36
85208455.00,0.80,0.47,0.37,0.11,0.04,0.41
476280.00,0.00,0.45,0.87,0.06,0.06,0.43
1882357.00,0.72,0.60,0.41,0.11,0.07,0.07
223814046.00,0.95,0.74,0.31,0.19,0.07,0.36
214067478.00,0.08,0.73,0.67,0.10,0.13,0.16
311040546.00,0.29,0.67,0.74,0.24,0.05,0.75
196055231.00,0.12,0.69,0.86,0.32,0.06,0.89
1199265.00,0.04,0.83,0.70,0.14,0.24,0.32
1999060.00,0.30,0.86,0.29,0.09,0.29,0.84
717870.00,0.06,0.69,0.67,0.12,0.04,0.64
24547859.00,0.02,0.61,0.70,0.05,0.04,0.21
1183199.00,0.21,0.87,0.52,0.30,0.05,0.38
709104.00,0.11,0.82,0.61,0.11,0.07,0.35
24403783.00,0.08,0.38,0.89,0.14,0.10,0.88
20014082.00,0.17,0.71,0.62,0.12,0.04,0.21
12417742.00,0.88,0.69,0.32,0.10,0.03,0.49
8177001.00,0.04,0.70,0.68,0.14,0.12,0.60
114129182.00,0.68,0.69,0.50,0.26,0.12,0.48
20982159.00,0.06,0.85,0.43,0.15,0.50,0.26
4721678.00,0.01,0.67,0.83,0.63,0.31,0.77
316340395.00,0.08,0.48,0.72,0.12,0.06,0.14
3321717.00,0.24,0.67,0.75,0.08,0.06,0.80
77350814.00,0.27,0.67,0.80,0.06,0.14,0.54
